year,disaster,fips,disaster_dct,disaster_dc,disaster_dt,disaster_d,category,disaster_ct
2002,Ice Storm,25011,1,2,565,8380,top20,13
2007,Hail,25011,15,66,12711,209891,top2,40
2007,Thunderstorm Wind,25011,19,143,13015,216417,top2,40
2007,Flood,25011,1,27,1804,32593,top10,40
2007,Winter Storm,25011,2,22,3010,47751,top10,40
2007,Strong Wind,25011,1,29,825,14023,top20,40
2007,Heavy Snow,25011,2,30,2609,41887,top10,40
2012,Winter Storm,25011,2,22,1809,47751,top10,23
2012,Hail,25011,2,66,13385,209891,top2,23
2012,Heavy Snow,25011,2,30,1478,41887,top10,23
2012,Thunderstorm Wind,25011,8,143,16238,216417,top2,23
2012,High Wind,25011,2,22,3764,44090,top10,23
2012,Winter Weather,25011,3,11,2802,26322,top10,23
2012,Lightning,25011,1,9,591,12849,top20,23
2012,Flood,25011,2,27,992,32593,top10,23
2012,Wildfire,25011,1,1,480,4995,top30,23
1997,Winter Weather,25012,2,13,1006,26322,top10,15
1997,High Wind,25012,1,23,2415,44090,top10,15
1997,Strong Wind,25012,8,36,604,14023,top20,15
1997,Heavy Snow,25012,3,34,2994,41887,top10,15
1997,Heavy Rain,25012,1,3,558,13299,top20,15
2002,Heavy Snow,25012,1,34,3126,41887,top10,4
2002,Winter Storm,25012,1,20,3376,47751,top10,4
2002,High Wind,25012,1,23,3228,44090,top10,4
2002,Ice Storm,25012,1,2,565,8380,top20,4
2007,Heavy Snow,25012,2,34,2609,41887,top10,4
2007,Winter Storm,25012,2,20,3010,47751,top10,4
2012,Winter Weather,25012,6,13,2802,26322,top10,11
2012,Drought,25012,1,2,7883,37442,top10,11
2012,High Wind,25012,2,23,3764,44090,top10,11
2012,Strong Wind,25012,1,36,1071,14023,top20,11
2012,Heavy Snow,25012,1,34,1478,41887,top10,11
1997,Thunderstorm Wind,25013,4,193,9868,216417,top2,29
1997,Heavy Snow,25013,4,33,2994,41887,top10,29
1997,Strong Wind,25013,10,49,604,14023,top20,29
1997,Hail,25013,6,128,8612,209891,top2,29
1997,Lightning,25013,1,20,841,12849,top20,29
1997,Heavy Rain,25013,1,13,558,13299,top20,29
1997,Winter Weather,25013,2,11,1006,26322,top10,29
1997,High Wind,25013,1,31,2415,44090,top10,29
2002,Thunderstorm Wind,25013,8,193,12004,216417,top2,12
2002,Hail,25013,4,128,12540,209891,top2,12
2007,High Wind,25013,2,31,2300,44090,top10,33
2007,Thunderstorm Wind,25013,17,193,13015,216417,top2,33
2007,Hail,25013,8,128,12711,209891,top2,33
2007,Heavy Snow,25013,2,33,2609,41887,top10,33
2007,Flood,25013,1,34,1804,32593,top10,33
2007,Lightning,25013,1,20,721,12849,top20,33
2007,Winter Storm,25013,2,15,3010,47751,top10,33
2012,Flood,25013,4,34,992,32593,top10,34
2012,Strong Wind,25013,2,49,1071,14023,top20,34
2012,High Wind,25013,3,31,3764,44090,top10,34
2012,Winter Weather,25013,5,11,2802,26322,top10,34
2012,Thunderstorm Wind,25013,10,193,16238,216417,top2,34
2012,Wildfire,25013,1,1,480,4995,top30,34
2012,Hail,25013,1,128,13385,209891,top2,34
2012,Flash Flood,25013,3,14,2304,52939,top10,34
2012,Lightning,25013,3,20,591,12849,top20,34
2012,Heavy Snow,25013,1,33,1478,41887,top10,34
2012,Drought,25013,1,1,7883,37442,top10,34
1997,Winter Weather,25014,2,7,1006,26322,top10,16
1997,Heavy Snow,25014,3,33,2994,41887,top10,16
1997,Strong Wind,25014,10,45,604,14023,top20,16
1997,Heavy Rain,25014,1,5,558,13299,top20,16
2002,High Wind,25014,1,30,3228,44090,top10,2
2002,Winter Storm,25014,1,18,3376,47751,top10,2
2007,Heavy Snow,25014,2,33,2609,41887,top10,4
2007,Winter Storm,25014,2,18,3010,47751,top10,4
2012,Strong Wind,25014,1,45,1071,14023,top20,10
2012,Winter Weather,25014,2,7,2802,26322,top10,10
2012,High Wind,25014,2,30,3764,44090,top10,10
2012,Drought,25014,2,2,7883,37442,top10,10
2012,Winter Storm,25014,2,18,1809,47751,top10,10
2012,Heavy Snow,25014,1,33,1478,41887,top10,10
1997,Strong Wind,25015,10,57,604,14023,top20,27
1997,Thunderstorm Wind,25015,6,142,9868,216417,top2,27
1997,Heavy Snow,25015,3,27,2994,41887,top10,27
1997,Winter Weather,25015,2,5,1006,26322,top10,27
1997,Hail,25015,2,66,8612,209891,top2,27
1997,High Wind,25015,1,34,2415,44090,top10,27
1997,Lightning,25015,1,22,841,12849,top20,27
1997,Heavy Rain,25015,1,7,558,13299,top20,27
1997,Heat,25015,1,14,739,15700,top20,27
2002,Thunderstorm Wind,25015,7,142,12004,216417,top2,12
2002,Hail,25015,2,66,12540,209891,top2,12
2002,Lightning,25015,1,22,875,12849,top20,12
2002,High Wind,25015,1,34,3228,44090,top10,12
2002,Winter Storm,25015,1,16,3376,47751,top10,12
2007,Thunderstorm Wind,25015,13,142,13015,216417,top2,27
2007,Hail,25015,3,66,12711,209891,top2,27
2007,Coastal Flood,25015,3,12,246,1392,top30,27
2007,Strong Wind,25015,1,57,825,14023,top20,27
2007,Winter Storm,25015,2,16,3010,47751,top10,27
2007,High Wind,25015,1,34,2300,44090,top10,27
2007,Heavy Snow,25015,2,27,2609,41887,top10,27
2007,Extreme Cold/Wind Chill,25015,1,1,506,6237,top30,27
2007,Flood,25015,1,13,1804,32593,top10,27
2012,Thunderstorm Wind,25015,9,142,16238,216417,top2,23
2012,Winter Weather,25015,1,5,2802,26322,top10,23
2012,High Wind,25015,5,34,3764,44090,top10,23
2012,Flood,25015,1,13,992,32593,top10,23
2012,Hail,25015,1,66,13385,209891,top2,23
2012,Drought,25015,2,4,7883,37442,top10,23
2012,Strong Wind,25015,1,57,1071,14023,top20,23
2012,Coastal Flood,25015,3,12,269,1392,top30,23
1997,High Wind,25016,14,87,2415,44090,top10,33
1997,Heavy Snow,25016,4,30,2994,41887,top10,33
1997,Strong Wind,25016,11,48,604,14023,top20,33
1997,Heavy Rain,25016,1,5,558,13299,top20,33
1997,Winter Weather,25016,2,8,1006,26322,top10,33
1997,Dust Devil,25016,1,1,8,148,last,33
2002,High Wind,25016,2,87,3228,44090,top10,2
2007,Winter Storm,25016,2,14,3010,47751,top10,10
2007,Coastal Flood,25016,3,11,246,1392,top30,10
2007,High Wind,25016,3,87,2300,44090,top10,10
2007,Heavy Snow,25016,2,30,2609,41887,top10,10
2012,Drought,25016,2,2,7883,37442,top10,16
2012,Winter Weather,25016,3,8,2802,26322,top10,16
2012,High Wind,25016,6,87,3764,44090,top10,16
2012,Coastal Flood,25016,5,11,269,1392,top30,16
1997,Strong Wind,25017,10,45,604,14023,top20,30
1997,Winter Weather,25017,2,9,1006,26322,top10,30
1997,Hail,25017,8,105,8612,209891,top2,30
1997,Heavy Rain,25017,2,17,558,13299,top20,30
1997,High Wind,25017,1,17,2415,44090,top10,30
1997,Thunderstorm Wind,25017,3,203,9868,216417,top2,30
1997,Heavy Snow,25017,4,26,2994,41887,top10,30
2002,Thunderstorm Wind,25017,9,203,12004,216417,top2,20
2002,Lightning,25017,4,44,875,12849,top20,20
2002,Heavy Snow,25017,1,26,3126,41887,top10,20
2002,Hail,25017,4,105,12540,209891,top2,20
2002,High Wind,25017,1,17,3228,44090,top10,20
2002,Heavy Rain,25017,1,17,562,13299,top20,20
2007,Thunderstorm Wind,25017,17,203,13015,216417,top2,29
2007,Strong Wind,25017,1,45,825,14023,top20,29
2007,Hail,25017,5,105,12711,209891,top2,29
2007,Heavy Snow,25017,1,26,2609,41887,top10,29
2007,High Wind,25017,1,17,2300,44090,top10,29
2007,Lightning,25017,2,44,721,12849,top20,29
2007,Flood,25017,1,28,1804,32593,top10,29
2007,Winter Storm,25017,1,13,3010,47751,top10,29
2012,Heavy Snow,25017,1,26,1478,41887,top10,39
2012,Thunderstorm Wind,25017,7,203,16238,216417,top2,39
2012,Flash Flood,25017,1,22,2304,52939,top10,39
2012,Hail,25017,13,105,13385,209891,top2,39
2012,Drought,25017,1,1,7883,37442,top10,39
2012,Flood,25017,8,28,992,32593,top10,39
2012,High Wind,25017,1,17,3764,44090,top10,39
2012,Winter Weather,25017,3,9,2802,26322,top10,39
2012,Strong Wind,25017,1,45,1071,14023,top20,39
2012,Lightning,25017,3,44,591,12849,top20,39
1997,Strong Wind,25018,10,40,604,14023,top20,16
1997,Heavy Rain,25018,1,4,558,13299,top20,16
1997,Heavy Snow,25018,3,24,2994,41887,top10,16
1997,Winter Weather,25018,2,7,1006,26322,top10,16
2002,Heavy Snow,25018,1,24,3126,41887,top10,1
2007,Winter Storm,25018,1,13,3010,47751,top10,4
2007,Strong Wind,25018,1,40,825,14023,top20,4
2007,Heavy Snow,25018,1,24,2609,41887,top10,4
2007,High Wind,25018,1,17,2300,44090,top10,4
2012,Winter Weather,25018,2,7,2802,26322,top10,6
2012,High Wind,25018,2,17,3764,44090,top10,6
2012,Drought,25018,2,2,7883,37442,top10,6
1997,Heavy Snow,25019,4,29,2994,41887,top10,20
1997,Strong Wind,25019,12,62,604,14023,top20,20
1997,Heavy Rain,25019,1,8,558,13299,top20,20
1997,Winter Weather,25019,2,6,1006,26322,top10,20
1997,High Wind,25019,1,38,2415,44090,top10,20
2002,Heavy Snow,25019,1,29,3126,41887,top10,1
2007,Heavy Snow,25019,2,29,2609,41887,top10,9
2007,Coastal Flood,25019,3,20,246,1392,top30,9
2007,High Wind,25019,2,38,2300,44090,top10,9
2007,Strong Wind,25019,1,62,825,14023,top20,9
2007,Winter Storm,25019,1,12,3010,47751,top10,9
2012,Coastal Flood,25019,5,20,269,1392,top30,15
2012,Drought,25019,2,2,7883,37442,top10,15
2012,High Wind,25019,6,38,3764,44090,top10,15
2012,Winter Weather,25019,1,6,2802,26322,top10,15
2012,Heavy Snow,25019,1,29,1478,41887,top10,15
1997,High Wind,25020,5,43,2415,44090,top10,25
1997,Coastal Flood,25020,1,5,94,1392,top30,25
1997,Strong Wind,25020,14,58,604,14023,top20,25
1997,Heavy Snow,25020,4,19,2994,41887,top10,25
1997,Heavy Rain,25020,1,6,558,13299,top20,25
2002,High Wind,25020,1,43,3228,44090,top10,2
2002,Heavy Snow,25020,1,19,3126,41887,top10,2
2007,High Wind,25020,3,43,2300,44090,top10,6
